,Date,Sales
2447,2005-07-27 03:06:09.000,5.99
2448,2005-07-27 03:50:46.000,1.99
2449,2005-07-27 17:21:52.000,5.99
2450,2005-07-28 13:01:22.000,6.99
2451,2005-07-28 15:55:40.000,2.99
2452,2005-07-29 06:40:40.000,0.99
2453,2005-07-30 00:08:08.000,9.99
2454,2005-07-30 18:02:25.000,2.99
2455,2005-08-01 00:52:40.000,7.99
2456,2005-08-01 19:07:08.000,4.99
2457,2005-08-01 23:28:49.000,4.99
2458,2005-08-02 13:02:11.000,4.99
2459,2005-08-16 23:54:47.000,0.99
2460,2005-08-17 19:48:55.000,0.99
2461,2005-08-19 00:15:09.000,2.99
2462,2005-08-19 09:31:33.000,4.99
2463,2005-08-21 17:57:22.000,1.99
2464,2005-08-22 00:57:43.000,4.99
2465,2005-08-22 10:29:44.000,0.99
2466,2005-08-22 16:58:31.000,0.99
2467,2005-08-23 09:16:39.000,7.99
2468,2005-05-26 09:17:43.000,5.99
2469,2005-06-15 09:34:50.000,4.99
2470,2005-06-18 19:38:20.000,3.99
2471,2005-06-20 03:16:52.000,0.99
2472,2005-06-21 14:07:35.000,2.99
2473,2005-07-06 15:06:09.000,0.99
2474,2005-07-07 06:25:28.000,2.99
2475,2005-07-07 13:48:33.000,4.99
2476,2005-07-07 17:52:38.000,4.99
2477,2005-07-08 10:16:00.000,4.99
2478,2005-07-09 02:28:24.000,4.99
2479,2005-07-09 10:19:51.000,1.99
2480,2005-07-10 09:56:24.000,0.99
2481,2005-07-11 05:06:52.000,4.99
2482,2005-07-11 10:59:09.000,2.99
2483,2005-07-12 19:54:17.000,2.99
2484,2005-07-27 06:56:31.000,0.99
2485,2005-07-28 01:12:25.000,0.99
2486,2005-07-28 13:53:54.000,4.99
2487,2005-07-29 03:34:21.000,0.99
2488,2005-07-30 00:14:32.000,0.99
2489,2005-07-30 13:36:57.000,2.99
2490,2005-07-30 20:07:24.000,4.99
2491,2005-07-31 17:59:36.000,4.99
2492,2005-08-02 19:45:33.000,0.99
2493,2005-08-19 02:04:07.000,0.99
2494,2005-08-19 15:47:58.000,4.99
2495,2005-08-19 19:04:00.000,4.99
2496,2005-08-21 01:43:58.000,0.99
2497,2005-08-22 04:09:18.000,2.99
2498,2005-08-22 12:47:45.000,1.99
2499,2005-08-22 20:56:31.000,4.99
2500,2005-08-23 10:35:45.000,1.99
2501,2005-08-23 16:50:53.000,4.99
2502,2006-02-14 15:16:03.000,4.99
2503,2005-05-26 16:22:01.000,5.99
2504,2005-05-27 19:50:06.000,4.99
2505,2005-06-17 17:17:19.000,4.99
2506,2005-06-19 00:41:08.000,0.99
2507,2005-06-19 15:59:04.000,8.99
2508,2005-07-06 04:59:49.000,8.99
2509,2005-07-06 10:52:32.000,7.99
2510,2005-07-07 19:31:12.000,2.99
2511,2005-07-08 17:52:29.000,4.99
2512,2005-07-10 00:23:23.000,5.99
2513,2005-07-10 05:30:52.000,7.99
2514,2005-07-10 14:22:19.000,6.99
2515,2005-07-10 21:32:14.000,2.99
2516,2005-07-11 09:50:24.000,0.99
2517,2005-07-11 16:19:01.000,6.99
2518,2005-07-27 04:03:26.000,4.99
2519,2005-07-28 08:46:11.000,1.99
2520,2005-07-29 09:04:32.000,4.99
2521,2005-07-30 02:56:08.000,4.99
2522,2005-07-30 13:57:54.000,4.99
2523,2005-08-02 11:52:41.000,4.99
2524,2005-08-02 13:33:50.000,2.99
2525,2005-08-17 13:24:55.000,4.99
2526,2005-08-19 08:07:50.000,5.99
2527,2005-08-20 01:40:25.000,0.99
2528,2005-08-20 06:41:27.000,2.99
2529,2005-08-22 00:44:08.000,0.99
2530,2005-08-22 07:53:14.000,4.99
2531,2005-05-25 19:07:40.000,2.99
2532,2005-05-27 15:19:38.000,6.99
2533,2005-05-31 03:41:37.000,4.99
2534,2005-06-18 05:21:56.000,4.99
2535,2005-06-20 17:33:55.000,0.99
2536,2005-07-08 13:12:07.000,2.99
2537,2005-07-09 07:29:45.000,4.99
2538,2005-07-11 17:00:04.000,4.99
2539,2005-07-12 06:56:24.000,4.99
2540,2005-07-27 12:50:23.000,2.99
2541,2005-07-29 00:16:23.000,0.99
2542,2005-08-02 14:18:22.000,5.99
2543,2005-08-18 20:43:00.000,4.99
2544,2005-08-20 04:09:50.000,2.99
2545,2005-08-20 16:11:34.000,2.99
2546,2005-08-20 17:58:00.000,8.99
2547,2005-08-20 19:32:29.000,4.99
2548,2005-08-21 03:40:35.000,0.99
2549,2005-08-21 08:31:03.000,4.99
2550,2005-08-22 20:23:13.000,5.99
2551,2005-08-23 07:30:23.000,2.99
2552,2005-08-23 10:04:17.000,0.99
2553,2005-08-23 17:48:30.000,1.99
2554,2005-05-25 21:10:40.000,2.99
2555,2005-05-28 17:19:15.000,4.99
2556,2005-06-15 03:14:05.000,2.99
2557,2005-06-15 14:25:17.000,4.99
2558,2005-06-16 15:49:30.000,3.99
2559,2005-06-19 08:06:29.000,4.99
2560,2005-06-19 20:04:23.000,2.99
2561,2005-07-07 03:22:23.000,0.99
2562,2005-07-07 15:37:31.000,8.99
2563,2005-07-10 11:07:40.000,4.99
2564,2005-07-11 00:04:50.000,4.99
2565,2005-07-28 07:59:46.000,2.99
2566,2005-07-28 14:16:30.000,0.99
2567,2005-07-31 03:50:07.000,4.99
2568,2005-08-18 06:16:09.000,2.99
2569,2005-08-20 12:13:24.000,5.99
2570,2005-08-22 00:51:25.000,1.99
2571,2005-08-22 03:06:38.000,4.99
2572,2005-08-22 07:13:15.000,0.99
2573,2005-08-23 10:00:24.000,0.99
2574,2006-02-14 15:16:03.000,4.99
2575,2005-05-28 00:09:56.000,4.99
2576,2005-06-15 00:12:51.000,2.99
2577,2005-06-15 06:52:57.000,1.99
2578,2005-06-20 13:20:58.000,2.99
2579,2005-06-21 18:12:10.000,0.99
2580,2005-07-06 06:43:26.000,1.99
2581,2005-07-06 23:58:37.000,4.99
2582,2005-07-08 18:08:13.000,5.99
2583,2005-07-27 10:29:06.000,5.99
2584,2005-07-27 19:02:19.000,4.99
2585,2005-07-30 13:21:08.000,6.99
2586,2005-07-31 07:13:30.000,6.99
2587,2005-07-31 15:51:16.000,4.99
2588,2005-07-31 21:44:30.000,0.99
2589,2005-08-01 09:02:17.000,0.99
2590,2005-08-18 07:32:12.000,5.99
2591,2005-08-20 02:32:45.000,7.99
2592,2005-08-21 03:51:52.000,4.99
2593,2005-06-15 07:11:39.000,3.99
2594,2005-06-15 17:25:07.000,7.99
2595,2005-06-15 18:37:04.000,0.99
2596,2005-06-18 14:37:37.000,0.99
2597,2005-06-20 07:59:27.000,5.99
2598,2005-06-21 07:58:36.000,0.99
2599,2005-06-21 22:00:00.000,0.99
2600,2005-07-06 11:06:57.000,2.99
2601,2005-07-06 12:01:38.000,2.99
2602,2005-07-08 23:35:53.000,4.99
2603,2005-07-10 03:12:08.000,0.99
2604,2005-07-10 08:42:42.000,4.99
2605,2005-07-10 09:44:32.000,2.99
2606,2005-07-28 19:31:48.000,4.99
2607,2005-07-29 07:23:43.000,6.99
2608,2005-07-30 08:33:24.000,3.99
2609,2005-07-30 17:05:29.000,4.99
2610,2005-07-31 06:09:53.000,3.99
2611,2005-07-31 18:40:15.000,4.99
2612,2005-08-17 14:02:01.000,4.99
2613,2005-08-17 18:16:30.000,3.99
2614,2005-08-18 02:09:23.000,4.99
2615,2005-08-18 13:48:31.000,4.99
2616,2005-08-20 02:28:09.000,0.99
2617,2005-08-20 14:48:55.000,4.99
2618,2005-08-21 12:50:57.000,3.99
2619,2005-08-23 20:24:36.000,4.99
2620,2005-06-17 17:14:00.000,2.99
2621,2005-06-19 18:49:45.000,4.99
2622,2005-06-21 21:45:47.000,0.99
2623,2005-07-06 01:47:20.000,2.99
2624,2005-07-06 03:02:58.000,0.99
2625,2005-07-06 15:33:31.000,4.99
2626,2005-07-07 17:34:59.000,4.99
2627,2005-07-08 02:28:41.000,4.99
2628,2005-07-09 22:24:25.000,4.99
2629,2005-07-12 04:56:15.000,0.99
2630,2005-07-12 13:48:14.000,0.99
2631,2005-07-27 08:15:38.000,5.99
2632,2005-07-28 12:08:53.000,0.99
2633,2005-07-29 07:25:42.000,2.99
2634,2005-07-31 03:19:28.000,4.99
2635,2005-08-01 22:53:40.000,2.99
2636,2005-08-21 08:08:43.000,4.99
2637,2005-08-22 08:20:15.000,0.99
2638,2005-05-26 08:48:49.000,3.99
2639,2005-06-15 13:53:32.000,3.99
2640,2005-06-16 05:11:41.000,5.99
2641,2005-06-18 02:36:47.000,4.99
2642,2005-06-18 19:02:11.000,0.99
2643,2005-06-19 06:09:44.000,4.99
2644,2005-06-21 15:47:48.000,4.99
2645,2005-07-06 09:22:48.000,7.99
2646,2005-07-08 04:25:03.000,4.99
2647,2005-07-26 23:47:31.000,2.99
2648,2005-07-27 05:56:39.000,3.99
2649,2005-07-27 21:18:58.000,0.99
2650,2005-07-29 03:56:05.000,5.99
2651,2005-07-29 13:53:28.000,4.99
2652,2005-07-29 22:14:04.000,5.99
2653,2005-07-31 09:22:38.000,2.99
2654,2005-08-01 18:15:07.000,3.99
2655,2005-08-02 02:24:38.000,2.99
2656,2005-08-02 05:05:53.000,0.99
2657,2005-08-02 11:48:36.000,2.99
2658,2005-08-17 04:33:17.000,5.99
2659,2005-08-17 08:22:00.000,2.99
2660,2005-08-18 02:50:51.000,5.99
2661,2005-08-21 12:48:08.000,1.99
2662,2005-08-23 03:58:28.000,7.99
2663,2005-05-30 03:54:43.000,0.99
2664,2005-06-17 01:13:11.000,4.99
2665,2005-06-18 14:10:27.000,2.99
2666,2005-07-06 13:52:02.000,6.99
2667,2005-07-07 09:44:36.000,2.99
2668,2005-07-07 18:50:47.000,4.99
2669,2005-07-08 06:26:04.000,0.99
2670,2005-07-08 16:51:08.000,4.99
2671,2005-07-08 23:14:16.000,2.99
2672,2005-07-09 02:51:34.000,2.99
2673,2005-07-10 12:19:59.000,2.99
2674,2005-07-11 17:06:39.000,2.99
2675,2005-07-11 21:28:32.000,3.99
2676,2005-07-12 11:21:06.000,4.99
2677,2005-07-27 03:11:48.000,4.99
2678,2005-07-28 17:27:59.000,0.99
2679,2005-07-29 00:34:27.000,7.99
2680,2005-07-29 09:53:33.000,0.99
2681,2005-08-01 06:42:44.000,7.99
2682,2005-08-01 09:15:00.000,1.99
2683,2005-08-02 14:07:35.000,4.99
2684,2005-08-18 08:26:48.000,0.99
2685,2005-08-19 02:50:36.000,8.99
2686,2006-02-14 15:16:03.000,0.99
2687,2005-05-25 10:26:39.000,0.99
2688,2005-06-15 03:23:48.000,4.99
2689,2005-06-15 12:24:15.000,3.99
2690,2005-06-15 18:17:28.000,2.99
2691,2005-06-21 22:43:45.000,6.99
2692,2005-07-06 05:23:10.000,5.99
2693,2005-07-06 15:01:27.000,8.99
2694,2005-07-07 11:35:08.000,2.99
2695,2005-07-08 23:54:29.000,8.99
2696,2005-07-09 00:26:59.000,6.99
2697,2005-07-09 13:11:14.000,4.99
2698,2005-07-09 18:07:17.000,6.99
2699,2005-07-12 11:08:32.000,4.99
2700,2005-07-28 08:27:14.000,4.99
2701,2005-07-28 12:02:46.000,1.99
2702,2005-07-28 23:14:56.000,0.99
2703,2005-07-30 06:57:07.000,5.99
2704,2005-07-30 15:04:31.000,4.99
2705,2005-08-02 09:32:54.000,0.99
2706,2005-08-02 17:15:38.000,4.99
2707,2005-08-18 19:02:16.000,0.99
2708,2005-08-22 14:43:13.000,0.99
2709,2005-08-22 17:50:49.000,3.99
2710,2006-02-14 15:16:03.000,0.99
2711,2005-05-27 21:13:10.000,9.99
2712,2005-07-09 00:02:46.000,2.99
2713,2005-07-09 06:16:03.000,2.99
2714,2005-07-09 07:40:32.000,5.99
2715,2005-07-09 10:49:10.000,2.99
2716,2005-07-10 12:40:17.000,2.99
2717,2005-07-12 00:12:02.000,5.99
2718,2005-07-27 05:38:42.000,5.99
2719,2005-07-28 10:08:01.000,8.99
2720,2005-07-29 03:00:08.000,0.99
2721,2005-07-29 22:24:16.000,1.99
2722,2005-07-29 22:39:36.000,4.99
2723,2005-07-31 16:19:32.000,6.99
2724,2005-08-01 01:09:44.000,0.99
2725,2005-08-01 02:39:49.000,6.99
2726,2005-08-01 07:38:07.000,0.99
2727,2005-08-17 17:23:35.000,4.99
2728,2005-08-18 01:08:53.000,2.99
2729,2005-08-18 11:57:00.000,4.99
2730,2005-08-19 21:20:11.000,1.99
2731,2005-08-21 13:31:07.000,0.99
2732,2005-08-21 15:36:34.000,3.99
2733,2005-08-22 12:01:06.000,2.99
2734,2006-02-14 15:16:03.000,0.99
2735,2005-05-26 14:01:05.000,4.99
2736,2005-05-27 06:43:59.000,0.99
2737,2005-05-28 09:01:21.000,1.99
2738,2005-06-15 03:21:00.000,2.99
2739,2005-06-18 17:21:24.000,8.99
2740,2005-07-06 00:58:27.000,1.99
2741,2005-07-06 06:27:15.000,1.99
2742,2005-07-06 08:23:08.000,4.99
2743,2005-07-07 05:45:59.000,6.99
2744,2005-07-08 15:48:34.000,3.99
2745,2005-07-09 01:06:03.000,6.99
2746,2005-07-09 01:32:17.000,5.99
2747,2005-07-09 06:48:49.000,4.99
2748,2005-07-10 00:54:46.000,5.99
2749,2005-07-10 10:59:23.000,2.99
2750,2005-07-12 00:14:25.000,5.99
2751,2005-07-27 05:55:32.000,0.99
2752,2005-07-27 10:32:58.000,0.99
2753,2005-07-27 17:42:31.000,6.99
2754,2005-07-28 22:30:27.000,0.99
2755,2005-07-29 15:36:27.000,5.99
2756,2005-07-30 10:50:53.000,3.99
2757,2005-07-30 12:26:26.000,2.99
2758,2005-07-30 16:18:39.000,0.99
2759,2005-07-31 04:15:38.000,2.99
2760,2005-07-31 10:10:22.000,4.99
2761,2005-08-01 23:39:21.000,1.99
2762,2005-08-02 08:07:12.000,4.99
2763,2005-08-02 11:00:32.000,4.99
2764,2005-08-18 12:56:37.000,4.99
2765,2005-08-19 22:57:25.000,9.99
2766,2005-08-22 10:06:28.000,1.99
2767,2005-08-23 21:59:26.000,3.99
2768,2005-05-26 12:40:23.000,7.99
2769,2005-05-28 20:23:23.000,9.99
2770,2005-06-15 16:22:38.000,4.99
2771,2005-06-17 20:28:29.000,0.99
2772,2005-06-18 01:50:27.000,0.99
2773,2005-06-19 14:57:54.000,0.99
2774,2005-07-06 12:19:28.000,6.99
2775,2005-07-06 16:51:21.000,4.99
2776,2005-07-07 03:02:40.000,6.99
2777,2005-07-07 11:53:49.000,2.99
2778,2005-07-07 19:24:39.000,1.99
2779,2005-07-08 19:23:16.000,4.99
2780,2005-07-09 09:00:28.000,4.99
2781,2005-07-12 04:17:15.000,5.99
2782,2005-07-12 12:44:57.000,6.99
2783,2005-07-26 23:44:12.000,2.99
2784,2005-07-27 13:00:55.000,0.99
2785,2005-07-27 19:04:19.000,6.99
2786,2005-07-29 03:01:24.000,0.99
2787,2005-07-29 10:10:02.000,4.99
2788,2005-07-30 19:42:07.000,4.99
2789,2005-08-19 05:40:36.000,7.99
2790,2005-08-20 08:33:21.000,0.99
2791,2005-08-20 22:39:16.000,2.99
2792,2005-08-21 06:58:49.000,4.99
2793,2005-08-22 23:13:10.000,8.99
2794,2005-08-23 01:13:52.000,5.99
2795,2005-08-23 01:22:12.000,3.99
2796,2005-08-23 06:25:07.000,5.99
2797,2005-08-23 09:27:29.000,0.99
2798,2005-08-23 22:43:07.000,8.99
2799,2005-05-26 02:26:23.000,10.99
2800,2005-05-29 19:08:20.000,3.99
2801,2005-06-15 08:41:38.000,3.99
2802,2005-06-17 19:31:16.000,0.99
2803,2005-06-20 04:43:45.000,0.99
2804,2005-06-21 05:24:17.000,2.99
2805,2005-07-07 00:56:09.000,4.99
2806,2005-07-07 22:56:17.000,6.99
2807,2005-07-08 02:53:46.000,4.99
2808,2005-07-08 03:26:20.000,7.99
2809,2005-07-08 21:32:30.000,2.99
2810,2005-07-09 18:54:08.000,1.99
2811,2005-07-27 05:22:04.000,2.99
2812,2005-07-29 06:47:39.000,1.99
2813,2005-07-30 08:24:42.000,3.99
2814,2005-07-31 17:32:03.000,5.99
2815,2005-08-17 07:12:31.000,2.99
2816,2005-08-18 11:17:07.000,3.99
2817,2005-08-19 07:45:42.000,0.99
2818,2005-08-19 08:02:24.000,1.99
2819,2005-08-19 13:59:53.000,4.99
2820,2005-08-19 22:41:44.000,3.99
2821,2005-08-21 04:43:59.000,3.99
2822,2005-08-22 15:52:57.000,0.99
2823,2005-05-27 01:18:57.000,8.99
2824,2005-05-27 21:36:34.000,7.99
2825,2005-05-27 23:40:52.000,2.99
2826,2005-05-29 14:17:17.000,6.99
2827,2005-06-16 19:49:18.000,3.99
2828,2005-06-17 10:49:23.000,3.99
2829,2005-06-19 09:08:45.000,3.99
2830,2005-07-09 14:06:56.000,4.99
2831,2005-07-09 21:14:03.000,4.99
2832,2005-07-10 02:45:53.000,2.99
2833,2005-07-10 08:41:28.000,4.99
2834,2005-07-12 04:57:17.000,4.99
2835,2005-07-27 17:47:00.000,2.99
2836,2005-07-30 04:22:15.000,2.99
2837,2005-07-30 09:43:12.000,3.99
2838,2005-07-30 12:37:08.000,5.99
2839,2005-07-30 12:56:44.000,9.99
2840,2005-08-01 11:37:34.000,4.99
2841,2005-08-18 02:44:44.000,0.99
2842,2005-08-19 04:03:34.000,2.99
2843,2005-08-19 09:40:05.000,6.99
2844,2005-08-20 11:17:03.000,2.99
2845,2005-08-20 22:03:18.000,0.99
2846,2005-08-23 07:24:27.000,4.99
2847,2005-08-23 09:48:45.000,4.99
2848,2005-08-23 14:27:07.000,2.99
2849,2005-05-28 07:53:38.000,3.99
2850,2005-05-31 22:37:34.000,0.99
2851,2005-06-18 07:56:18.000,4.99
2852,2005-06-20 11:18:11.000,4.99
2853,2005-07-07 12:43:23.000,4.99
2854,2005-07-07 14:52:12.000,2.99
2855,2005-07-08 10:04:24.000,3.99
2856,2005-07-09 22:24:11.000,3.99
2857,2005-07-27 01:04:45.000,0.99
2858,2005-07-27 09:44:26.000,3.99
2859,2005-07-27 19:25:00.000,4.99
2860,2005-07-28 19:14:17.000,4.99
2861,2005-07-30 07:45:49.000,2.99
2862,2005-07-31 09:16:57.000,7.99
2863,2005-08-01 01:03:18.000,8.99
2864,2005-08-01 01:43:18.000,2.99
2865,2005-08-01 09:01:40.000,8.99
2866,2005-08-02 20:16:06.000,0.99
2867,2005-08-18 00:36:09.000,7.99
2868,2005-08-19 02:02:37.000,2.99
2869,2005-08-21 11:31:15.000,2.99
2870,2005-08-22 05:08:58.000,0.99
2871,2005-08-22 14:27:37.000,6.99
2872,2005-05-26 03:11:12.000,5.99
2873,2005-05-31 03:45:26.000,5.99
2874,2005-06-15 05:07:32.000,2.99
2875,2005-06-19 13:11:47.000,6.99
2876,2005-06-19 23:20:40.000,4.99
2877,2005-06-20 02:34:23.000,3.99
2878,2005-06-20 12:02:05.000,3.99
2879,2005-06-20 18:19:29.000,0.99
2880,2005-06-20 22:24:00.000,0.99
2881,2005-07-06 15:43:15.000,6.99
2882,2005-07-09 16:02:54.000,4.99
2883,2005-07-10 03:55:50.000,2.99
2884,2005-07-10 14:45:09.000,3.99
2885,2005-07-11 08:22:05.000,2.99
2886,2005-07-11 08:25:22.000,0.99
2887,2005-07-12 17:54:33.000,5.99
2888,2005-07-26 23:11:03.000,6.99
2889,2005-07-27 18:02:08.000,4.99
2890,2005-07-27 23:41:18.000,7.99
2891,2005-07-28 21:11:46.000,4.99
2892,2005-07-29 17:13:45.000,1.99
2893,2005-07-30 11:00:00.000,2.99
2894,2005-07-30 18:28:30.000,2.99
2895,2005-08-01 01:40:04.000,4.99
2896,2005-08-19 21:07:22.000,4.99
2897,2005-08-20 02:18:30.000,6.99
2898,2005-08-21 16:22:59.000,4.99
2899,2005-08-23 05:01:13.000,3.99
2900,2006-02-14 15:16:03.000,1.98
2901,2006-02-14 15:16:03.000,0.0
2902,2005-05-25 17:54:12.000,4.99
2903,2005-05-31 07:47:18.000,0.99
2904,2005-06-15 14:45:48.000,4.99
2905,2005-06-15 18:13:46.000,2.99
2906,2005-06-17 15:47:00.000,8.99
2907,2005-06-18 02:27:01.000,2.99
2908,2005-06-20 18:04:55.000,4.99
2909,2005-07-06 18:15:39.000,0.99
2910,2005-07-07 05:11:53.000,2.99
2911,2005-07-07 16:57:32.000,1.99
2912,2005-07-08 09:32:08.000,4.99
2913,2005-07-08 14:20:01.000,0.99
2914,2005-07-09 14:34:09.000,6.99
2915,2005-07-10 07:53:51.000,5.99
2916,2005-07-10 15:11:54.000,4.99
2917,2005-07-12 19:04:24.000,0.99
2918,2005-07-29 04:06:33.000,5.99
2919,2005-07-29 12:18:40.000,4.99
2920,2005-07-29 23:10:28.000,4.99
2921,2005-07-31 09:24:55.000,4.99
2922,2005-08-02 16:07:49.000,5.99
2923,2005-08-02 20:33:35.000,6.99
2924,2005-08-17 09:41:23.000,2.99
2925,2005-08-18 15:51:36.000,2.99
2926,2005-08-18 17:36:19.000,6.99
2927,2005-08-20 11:18:08.000,2.99
2928,2005-08-21 18:51:43.000,3.99
2929,2005-08-23 04:52:16.000,8.99
2930,2005-08-23 20:45:53.000,2.99
2931,2006-02-14 15:16:03.000,4.99
2932,2005-05-26 07:27:57.000,5.99
2933,2005-05-27 10:26:31.000,0.99
2934,2005-05-28 15:58:22.000,3.99
2935,2005-05-29 02:10:52.000,0.99
2936,2005-05-31 08:27:58.000,7.99
2937,2005-05-31 14:36:52.000,4.99
2938,2005-05-31 16:07:09.000,2.99
2939,2005-06-16 04:28:45.000,2.99
2940,2005-06-17 04:16:44.000,3.99
2941,2005-06-18 01:51:22.000,6.99
2942,2005-06-19 12:12:30.000,5.99
2943,2005-06-20 15:01:19.000,5.99
2944,2005-07-08 21:43:21.000,4.99
2945,2005-07-09 02:32:37.000,2.99
2946,2005-07-09 15:26:27.000,2.99
2947,2005-07-12 22:32:58.000,6.99
2948,2005-07-27 07:01:00.000,0.99
2949,2005-07-28 15:15:41.000,3.99
2950,2005-07-30 13:39:42.000,0.99
2951,2005-07-31 13:25:46.000,2.99
2952,2005-08-01 02:09:33.000,0.99
2953,2005-08-02 01:12:06.000,3.99
2954,2005-08-17 23:52:26.000,6.99
2955,2005-08-19 17:27:10.000,3.99
2956,2005-08-22 23:10:49.000,7.99
2957,2005-08-23 09:23:36.000,2.99
2958,2005-05-28 03:10:10.000,7.99
2959,2005-05-28 06:21:05.000,1.99
2960,2005-06-16 00:32:52.000,8.99
2961,2005-07-06 04:27:52.000,4.99
2962,2005-07-07 17:44:49.000,2.99
2963,2005-07-08 17:46:30.000,4.99
2964,2005-07-11 10:08:13.000,4.99
2965,2005-07-27 19:07:17.000,0.99
2966,2005-07-27 21:43:04.000,0.99
2967,2005-07-27 22:40:06.000,2.99
2968,2005-08-17 04:54:14.000,7.99
2969,2005-08-18 15:52:12.000,3.99
2970,2005-08-20 10:05:30.000,2.99
2971,2005-08-22 22:28:36.000,2.99
2972,2005-05-28 02:06:37.000,2.99
2973,2005-06-16 05:14:52.000,6.99
2974,2005-06-17 09:30:05.000,2.99
2975,2005-06-17 11:30:08.000,1.99
2976,2005-06-18 08:17:41.000,4.99
2977,2005-06-20 15:53:59.000,2.99
2978,2005-06-21 10:01:36.000,2.99
2979,2005-07-05 23:25:54.000,1.99
2980,2005-07-06 02:33:48.000,3.99
2981,2005-07-06 22:19:17.000,9.99
2982,2005-07-07 14:05:17.000,4.99
2983,2005-07-07 15:36:44.000,0.99
2984,2005-07-12 21:25:37.000,2.99
2985,2005-07-29 10:20:19.000,0.99
2986,2005-07-31 15:24:46.000,0.99
2987,2005-07-31 18:50:40.000,2.99
2988,2005-08-01 14:30:23.000,4.99
2989,2005-08-02 03:28:21.000,4.99
2990,2005-08-02 04:41:06.000,4.99
2991,2005-08-02 13:27:11.000,2.99
2992,2005-08-18 02:08:48.000,3.99
2993,2005-08-19 16:48:37.000,2.99
2994,2005-08-20 02:50:44.000,5.99
2995,2005-08-22 06:12:16.000,0.99
2996,2005-08-22 15:26:36.000,6.99
2997,2006-02-14 15:16:03.000,2.99
2998,2005-05-27 11:47:04.000,0.99
2999,2005-05-29 02:26:27.000,2.99
3000,2005-06-16 23:05:36.000,4.99
3001,2005-06-17 06:50:46.000,2.99
3002,2005-06-18 01:38:45.000,4.99
3003,2005-06-20 11:10:35.000,2.99
3004,2005-07-09 17:40:52.000,4.99
3005,2005-07-09 19:18:11.000,2.99
3006,2005-07-12 05:03:14.000,2.99
3007,2005-07-28 03:30:09.000,4.99
3008,2005-07-28 06:31:45.000,4.99
3009,2005-07-30 13:13:55.000,4.99
3010,2005-07-30 17:19:44.000,6.99
3011,2005-07-31 03:53:24.000,4.99
3012,2005-07-31 11:59:05.000,5.99
3013,2005-07-31 14:48:01.000,3.99
3014,2005-07-31 18:49:12.000,2.99
3015,2005-08-01 14:18:57.000,5.99
3016,2005-08-02 05:29:31.000,2.99
3017,2005-08-17 03:08:10.000,7.99
3018,2005-08-17 05:20:45.000,4.99
3019,2005-08-17 13:56:01.000,3.99
3020,2005-08-20 06:20:42.000,8.99
3021,2005-08-20 15:18:10.000,2.99
3022,2005-08-20 22:08:55.000,5.99
3023,2005-08-21 09:14:28.000,0.99
3024,2005-08-22 19:45:57.000,4.99
3025,2005-08-23 09:08:16.000,0.99
3026,2005-08-23 09:46:33.000,8.99
3027,2005-08-23 12:47:05.000,2.99
3028,2005-05-28 02:52:14.000,0.99
3029,2005-05-29 13:35:35.000,0.99
3030,2005-06-17 16:46:11.000,4.99
3031,2005-06-18 06:48:23.000,2.99
3032,2005-06-19 18:29:10.000,2.99
3033,2005-06-20 10:04:36.000,0.99
3034,2005-06-20 18:28:19.000,8.99
3035,2005-06-20 21:21:15.000,6.99
3036,2005-07-06 07:55:30.000,5.99
3037,2005-07-07 18:31:50.000,2.99
3038,2005-07-09 10:23:21.000,2.99
3039,2005-07-09 16:34:18.000,2.99
3040,2005-07-10 07:31:06.000,4.99
3041,2005-07-10 13:31:56.000,5.99
3042,2005-07-11 02:18:13.000,0.99
3043,2005-07-12 18:58:05.000,0.99
3044,2005-07-27 18:52:27.000,5.99
3045,2005-07-27 23:23:03.000,2.99
3046,2005-07-30 13:20:06.000,6.99
3047,2005-08-01 00:00:44.000,4.99
3048,2005-08-01 06:30:04.000,0.99
3049,2005-08-01 13:48:02.000,1.99
3050,2005-08-17 05:11:07.000,7.99
3051,2005-08-17 14:11:45.000,5.99
3052,2005-08-18 08:57:58.000,5.99
3053,2005-08-19 01:04:35.000,3.99
3054,2005-08-19 22:22:01.000,2.99
3055,2005-08-23 06:31:24.000,1.99
3056,2005-08-23 13:18:16.000,2.99
3057,2005-05-26 07:59:37.000,4.99
3058,2005-05-26 14:52:15.000,4.99
3059,2005-05-30 07:14:53.000,2.99
3060,2005-06-17 15:36:12.000,2.99
3061,2005-06-19 12:13:37.000,7.99
3062,2005-06-20 16:06:51.000,2.99
3063,2005-06-20 20:14:20.000,5.99
3064,2005-07-05 23:23:11.000,4.99
3065,2005-07-06 20:38:02.000,2.99
3066,2005-07-07 02:13:24.000,0.99
3067,2005-07-09 20:41:35.000,0.99
3068,2005-07-10 05:43:16.000,4.99
3069,2005-07-10 05:44:02.000,2.99
3070,2005-07-11 11:31:47.000,2.99
3071,2005-07-12 14:59:24.000,4.99
3072,2005-07-27 13:19:03.000,2.99
3073,2005-07-27 18:47:47.000,2.99
3074,2005-07-27 22:33:59.000,2.99
3075,2005-07-28 12:39:11.000,5.99
3076,2005-07-29 09:05:33.000,4.99
3077,2005-07-29 12:32:20.000,10.99
3078,2005-07-31 08:24:41.000,4.99
3079,2005-08-17 00:59:24.000,4.99
3080,2005-08-18 06:41:59.000,0.99
3081,2005-08-18 19:51:29.000,6.99
3082,2005-08-20 00:45:40.000,6.99
